@relation 'kredyty-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzle-R2,3,4-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsplacona_cz_splacona:dobry, zle:zly-weka.filters.unsupervised.attribute.Remove-R19-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R14-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R3,9-11-weka.filters.unsupervised.attribute.Reorder-R2,4,5,12,7,9,13,11,10,6,3,8,1,14-weka.filters.unsupervised.attribute.Remove-R10,12-13-weka.filters.unsupervised.attribute.Remove-R10'

@attribute 'kwota otrzymana' {'\'(-inf-100]\'','\'(100-inf)\''}
@attribute 'miesieczny dochod netto' {'\'(-inf-544.255]\'','\'(544.255-inf)\''}
@attribute 'ktore rolowanie' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'okres w jakim pobiera³ dochód' {'\'(-inf-6.5]\'','\'(6.5-inf)\''}
@attribute 'data pocz¹tkowa dochodu' {'\'(-inf-1296471600000]\'','\'(1296471600000-inf)\''}
@attribute 'data urodzenia' {'\'(-inf--91717200000]\'','\'(-91717200000-inf)\''}
@attribute 'okres w jakim bêdzie pobiera³ dochód' {'\'(-inf-47]\'','\'(47-inf)\''}
@attribute p³eæ {mê¿czyzna,kobieta}
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute 'status pozyczki' {dobry,zly}

@data
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(-inf-6.5]\'','\'(1296471600000-inf)\'','\'(-91717200000-inf)\'','\'(-inf-47]\'',mê¿czyzna,'\'(-inf-30.4]\'',zly
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(-inf-47]\'',mê¿czyzna,'\'(-inf-30.4]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',mê¿czyzna,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(-inf-47]\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(-inf-100]\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',zly
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(-inf-100]\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',zly
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(-inf-6.5]\'','\'(1296471600000-inf)\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',mê¿czyzna,'\'(55.2-67.6]\'',zly
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(-inf-100]\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',zly
'\'(-inf-100]\'','\'(-inf-544.255]\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',kobieta,'\'(-inf-30.4]\'',zly
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(-inf-47]\'',mê¿czyzna,'\'(-inf-30.4]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(-inf-6.5]\'','\'(1296471600000-inf)\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',mê¿czyzna,'\'(42.8-55.2]\'',dobry
'\'(-inf-100]\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',zly
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(-inf-47]\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(-inf-100]\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(42.8-55.2]\'',zly
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(-inf-100]\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',zly
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',mê¿czyzna,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(-inf-6.5]\'','\'(1296471600000-inf)\'','\'(-91717200000-inf)\'','\'(-inf-47]\'',mê¿czyzna,'\'(-inf-30.4]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(-inf-47]\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',kobieta,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(-inf-47]\'',mê¿czyzna,'\'(-inf-30.4]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',mê¿czyzna,'\'(42.8-55.2]\'',zly
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(30.4-42.8]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(-inf-0.5]\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-91717200000-inf)\'','\'(47-inf)\'',mê¿czyzna,'\'(-inf-30.4]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(-inf-47]\'',mê¿czyzna,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',mê¿czyzna,'\'(42.8-55.2]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(67.6-inf)\'',dobry
'\'(100-inf)\'','\'(544.255-inf)\'','\'(0.5-inf)\'','\'(6.5-inf)\'','\'(-inf-1296471600000]\'','\'(-inf--91717200000]\'','\'(47-inf)\'',kobieta,'\'(55.2-67.6]\'',dobry
